the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc,mean_lat,mean_long,location
"MULTIPOLYGON (((144.987691477191 -37.818862238084, 144.987682925004 -37.818915870658, 144.987655899643 -37.818913044984, 144.987664453008 -37.818859411531, 144.987691477191 -37.818862238084)))",15204E,,20420,20201208142017.0,21959.0,Vale Street between Wellington Parade South and Vale Street South,-37.8188825606682,144.98767724640737,"(-37.8188825606682, 144.98767724640737)"
"MULTIPOLYGON (((144.944274389257 -37.819036831086, 144.944297350397 -37.819087727377, 144.944271702733 -37.819095048589, 144.944248735171 -37.819044138665, 144.944274389257 -37.819036831086)))",13883W,,21017,20201208142058.0,22898.0,Enterprize Way from Bourke Street,-37.8190601153606,144.944273313363,"(-37.8190601153606, 144.944273313363)"
"MULTIPOLYGON (((144.98873799141 -37.810552891203, 144.988729242251 -37.810604479402, 144.988707588933 -37.810602167509, 144.988716338107 -37.810550579312, 144.98873799141 -37.810552891203)))",15621W,,15501,20201223122254.0,21578.0,Simpson Street between Albert Street and Victoria Parade,-37.8105726017258,144.9887258304222,"(-37.8105726017258, 144.9887258304222)"
"MULTIPOLYGON (((144.967070801621 -37.829149057672, 144.967054901835 -37.829201633396, 144.967024219717 -37.829195783956, 144.967040147518 -37.829143223139, 144.967070801621 -37.829149057672)))",8234E,,17259,20201208141651.0,22110.0,Dodds Street between Miles Street and Coventry Street,-37.829167751167,144.96705217446237,"(-37.829167751167, 144.96705217446237)"
"MULTIPOLYGON (((144.96497600911 -37.798401415193, 144.964967061832 -37.798450458601, 144.964936555741 -37.798447186447, 144.964946583341 -37.798398258136, 144.96497600911 -37.798401415193)))",C9142,,11250,20201208141017.0,20812.0,Faraday Street between Cardigan Street and Swanston Street,-37.798419746714,144.96496044382678,"(-37.798419746714, 144.96496044382678)"
"MULTIPOLYGON (((144.984656317377 -37.829636543796, 144.984667336964 -37.829578680424, 144.984695498975 -37.829581668666, 144.984684394457 -37.829640023531, 144.984656317377 -37.829636543796)))",20098E,,4744,20201223122246.0,22716.0,Anderson Street between Clowes Street and St Leonards Court,-37.8296146920426,144.98467197303,"(-37.8296146920426, 144.98467197303)"
"MULTIPOLYGON (((144.968139873854 -37.810530828377, 144.96816856582 -37.810522440564, 144.968189929573 -37.810568146512, 144.968161236555 -37.810576530708, 144.968139873854 -37.810530828377)))",C2840,,8534,20201208140724.0,20003.0,Lonsdale Street between Exhibition Street and Russell Street,-37.810545754907594,144.9681598959312,"(-37.810545754907594, 144.9681598959312)"
"MULTIPOLYGON (((144.955856871803 -37.809172496278, 144.955852262138 -37.80919734277, 144.955791372271 -37.809192295321, 144.955796175323 -37.809166944828, 144.955856871803 -37.809172496278)))",C6912,EA175,1830,20201223122240.0,,,-37.809180315095,144.9558307106676,"(-37.809180315095, 144.9558307106676)"
"MULTIPOLYGON (((144.986122147129 -37.831559751048, 144.986135295383 -37.831496406954, 144.986158879016 -37.831499486859, 144.986145730781 -37.831562830957, 144.986122147129 -37.831559751048)))",20346E,,16135,20201223122254.0,22287.0,Walsh Street between Acland Street and Clowes Street,-37.8315356453732,144.9861368398876,"(-37.8315356453732, 144.9861368398876)"
"MULTIPOLYGON (((144.958497105665 -37.807587098634, 144.95843330064 -37.807605660601, 144.958423942418 -37.807585412039, 144.958487747427 -37.807566850077, 144.958497105665 -37.807587098634)))",7035S,,14050,20201208141307.0,21629.0,Therry Street between Elizabeth Street and Queen Street,-37.807586423997,144.95846784036297,"(-37.807586423997, 144.95846784036297)"
"MULTIPOLYGON (((144.967351581885 -37.825952599946, 144.96732599276 -37.825960056958, 144.967307827514 -37.825921458728, 144.967308712813 -37.825921200957, 144.967333417664 -37.825914005342, 144.967351581885 -37.825952599946)))",9956N,,17472,20201208141705.0,22826.0,Grant Street between Dodds Street and Sturt Street,-37.82593698697949,144.9673298524202,"(-37.82593698697949, 144.9673298524202)"
"MULTIPOLYGON (((144.988060970995 -37.817354316065, 144.988064313773 -37.817333163037, 144.988131591108 -37.817339854843, 144.988128248349 -37.817361007873, 144.988060970995 -37.817354316065)))",15282N,,15195,20201223122253.0,21958.0,Wellington Parade South between Punt Road and Vale Street,-37.8173485315766,144.98808921904399,"(-37.8173485315766, 144.98808921904399)"
"MULTIPOLYGON (((144.961724315742 -37.817157763396, 144.961666638508 -37.817174264855, 144.961655037039 -37.817148852738, 144.96166583591 -37.817145791847, 144.961684473965 -37.817140428983, 144.961702106643 -37.817135356013, 144.961713500798 -37.817132170246, 144.961724315742 -37.817157763396)))",C1074,,19969,20201208141943.0,20171.0,Queen Street between Flinders Lane and Collins Street,-37.81714904893425,144.9616920280434,"(-37.81714904893425, 144.9616920280434)"
"MULTIPOLYGON (((144.978930931276 -37.809819912128, 144.978998531253 -37.80982669392, 144.978994957415 -37.809847119076, 144.978927393723 -37.809840130634, 144.978930931276 -37.809819912128)))",12330N,,9925,20210302110453.0,20893.0,Albert Street between Lansdowne Street and Eades Street,-37.8098307535772,144.9789565489886,"(-37.8098307535772, 144.9789565489886)"
"MULTIPOLYGON (((144.952168177886 -37.80587614468, 144.952164015042 -37.805899336129, 144.952103308863 -37.805892475932, 144.952107471724 -37.805869284485, 144.952168177886 -37.80587614468)))",C6060,,12240,20201208141121.0,22661.0,Chetwynd Street between Stanley Street and Victoria Street,-37.805882677181195,144.9521422302802,"(-37.805882677181195, 144.9521422302802)"
"MULTIPOLYGON (((144.967802146149 -37.810630296478, 144.967832497446 -37.810621380457, 144.967853706755 -37.810667078392, 144.967823328144 -37.810675954294, 144.967802146149 -37.810630296478)))",C2860,,8527,20201208140723.0,20003.0,Lonsdale Street between Exhibition Street and Russell Street,-37.810645001219804,144.9678227649286,"(-37.810645001219804, 144.9678227649286)"
"MULTIPOLYGON (((144.980554392451 -37.818452630896, 144.980557885611 -37.818432168288, 144.980620915364 -37.818438911398, 144.980620912307 -37.818438940184, 144.980617438276 -37.818459285068, 144.980554392451 -37.818452630896)))",15124N,,3787,20201223122245.0,21977.0,Jolimont Street between Charles Street and Agnes Street,-37.818445761121666,144.98058765607666,"(-37.818445761121666, 144.98058765607666)"
"MULTIPOLYGON (((144.955656866621 -37.815924865453, 144.955634166751 -37.815931279701, 144.955615100955 -37.815889803743, 144.955637780251 -37.815883393647, 144.955656866621 -37.815924865453)))",1468E,,9527,20201208140820.0,20192.0,King Street between Bourke Street and Little Bourke Street,-37.8159108415994,144.95564015623978,"(-37.8159108415994, 144.95564015623978)"
"MULTIPOLYGON (((144.981131262172 -37.816622862495, 144.981128324875 -37.8166401526, 144.981061457735 -37.816633047491, 144.981064531097 -37.816615558759, 144.981131262172 -37.816622862495)))",15162N,,14409,20201208141341.0,21989.0,Wellington Parade South between Charles Street and Agnes Street,-37.816626896768,144.9811033676102,"(-37.816626896768, 144.9811033676102)"
"MULTIPOLYGON (((144.970495726398 -37.80984440053, 144.970521840612 -37.809836756238, 144.970543428306 -37.809882295315, 144.970516931617 -37.809890051976, 144.970495726398 -37.80984440053)))",C2720,,9016,20201208140752.0,20001.0,Lonsdale Street between Spring Street and Exhibition Street,-37.809859580917795,144.9705147306662,"(-37.809859580917795, 144.9705147306662)"
"MULTIPOLYGON (((144.959447829151 -37.812507872036, 144.959469169819 -37.812555517528, 144.95944616263 -37.812562003805, 144.959424822001 -37.812514357408, 144.959447829151 -37.812507872036)))",1209W,,20337,20201208142011.0,20176.0,Queen Street between Lonsdale Street and Little Lonsdale Street,-37.8125295245626,144.9594471625504,"(-37.8125295245626, 144.9594471625504)"
"MULTIPOLYGON (((144.970177639268 -37.824077617362, 144.970201165792 -37.824070935216, 144.970231862615 -37.824137340353, 144.97020832963 -37.824144008876, 144.970177639268 -37.824077617362)))",7909W,,20660,20201208142034.0,22466.0,St Kilda Road between Southbank Boulevard and Grant Street,-37.8241015038338,144.9701993273146,"(-37.8241015038338, 144.9701993273146)"
"MULTIPOLYGON (((144.960867252798 -37.810543411381, 144.960859455176 -37.810526639737, 144.960923381998 -37.810507933504, 144.960931179633 -37.810524705144, 144.960867252798 -37.810543411381)))",3795S,,22684,20210121104632.0,20024.0,La Trobe Street between Elizabeth Street and Queen Street,-37.8105292202294,144.96088970448062,"(-37.8105292202294, 144.96088970448062)"
"MULTIPOLYGON (((144.95515421917 -37.813262249956, 144.955089009194 -37.813280801849, 144.955081164758 -37.813263747861, 144.955146397247 -37.813245244126, 144.95515421917 -37.813262249956)))",3541S,,8803,20201208140738.0,20046.0,Little Lonsdale Street between William Street and King Street,-37.8132628587496,144.9551250019078,"(-37.8132628587496, 144.9551250019078)"
"MULTIPOLYGON (((144.945728170086 -37.795874713511, 144.945754332488 -37.795877495811, 144.945744476324 -37.795933773539, 144.945718304573 -37.795931000085, 144.945728170086 -37.795874713511)))",C17042,,5832,20201208140431.0,21229.0,Carroll Street between Canning Street and Erskine Street,-37.7958983392914,144.9457346907114,"(-37.7958983392914, 144.9457346907114)"
"MULTIPOLYGON (((144.959646699489 -37.811897668989, 144.959710605258 -37.811878915309, 144.959718485536 -37.811895815522, 144.959654579755 -37.811914569206, 144.959646699489 -37.811897668989)))",3456NC,,15477,20201208141446.0,20042.0,Little Lonsdale Street between Elizabeth Street and Queen Street,-37.811896927603,144.9596754139054,"(-37.811896927603, 144.9596754139054)"
"MULTIPOLYGON (((144.988386666025 -37.817445808219, 144.988390044017 -37.817424568368, 144.988455780711 -37.817431147156, 144.988452402738 -37.817452387008, 144.988386666025 -37.817445808219)))",15255S,,15186,20201223122253.0,21958.0,Wellington Parade South between Punt Road and Vale Street,-37.817439943794,144.98841431190323,"(-37.817439943794, 144.98841431190323)"
"MULTIPOLYGON (((144.972681830093 -37.810758313989, 144.972659122215 -37.810757947361, 144.972662629243 -37.810621347758, 144.972685801766 -37.81061460939, 144.972681830093 -37.810758313989)))",63W,,17875,20201208141732.0,20204.0,Spring Street between Bourke Street and Little Bourke Street,-37.8107021064974,144.97267424268202,"(-37.8107021064974, 144.97267424268202)"
"MULTIPOLYGON (((144.967669790724 -37.810808838731, 144.967604941844 -37.810828164457, 144.967596631662 -37.810810268739, 144.967661562986 -37.810791125577, 144.967669790724 -37.810808838731)))",2861S,,20794,20201208142044.0,20003.0,Lonsdale Street between Exhibition Street and Russell Street,-37.810809447246996,144.967640543588,"(-37.810809447246996, 144.967640543588)"
"MULTIPOLYGON (((144.943440561259 -37.820041247945, 144.943376588897 -37.820059872514, 144.943368371863 -37.82004211467, 144.943432344262 -37.820023488304, 144.943440561259 -37.820041247945)))",13241S,,22050,20201208142203.0,22913.0,Bourke Street between Enterprize Way and Cumberland Street,-37.8200415942756,144.94341168550798,"(-37.8200415942756, 144.94341168550798)"
"MULTIPOLYGON (((144.959852414675 -37.803513757226, 144.959826310827 -37.803457056226, 144.959849461211 -37.803450461469, 144.959875697853 -37.803507125112, 144.959852414675 -37.803513757226)))",18009W,,14560,20201208141351.0,20476.0,Barry Street between Leicester Street and Pelham Street,-37.8034884314518,144.9598512598482,"(-37.8034884314518, 144.9598512598482)"
"MULTIPOLYGON (((144.965870491707 -37.809076415856, 144.965860985196 -37.809056150885, 144.965919522712 -37.809038870893, 144.965929024622 -37.809059138484, 144.965870491707 -37.809076415856)))",3693S,,17105,20201208141640.0,20020.0,La Trobe Street between Russell Street and Swanston Street,-37.8090613983948,144.9658901031888,"(-37.8090613983948, 144.9658901031888)"
"MULTIPOLYGON (((144.966415436748 -37.811168830913, 144.966348664253 -37.811188566996, 144.9663404482 -37.811170852153, 144.966407178003 -37.811151222577, 144.966415436748 -37.811168830913)))",2893S,,8908,20201208140745.0,20005.0,Lonsdale Street between Russell Street and Swanston Street,-37.811169660710405,144.9663854327904,"(-37.811169660710405, 144.9663854327904)"
"MULTIPOLYGON (((144.955760034879 -37.814186615405, 144.955729769822 -37.814195265725, 144.955709378987 -37.814150280125, 144.955739622424 -37.81414167179, 144.955741975194 -37.814146852037, 144.955757660112 -37.814181450096, 144.955757803152 -37.814181700402, 144.955760034879 -37.814186615405)))",C3232,,22906,20210302120234.0,20013.0,Lonsdale Street between William Street and King Street,-37.814171306373126,144.9557445349311,"(-37.814171306373126, 144.9557445349311)"
"MULTIPOLYGON (((144.948635914884 -37.819136820533, 144.948637939415 -37.819190854099, 144.948613200901 -37.819191447723, 144.948611141139 -37.819137415345, 144.948635914884 -37.819136820533)))",13444E,,20495,20201208142022.0,22802.0,Batmans Hill Drive between Bourke Street and Collins Street,-37.8191586716466,144.9486268222446,"(-37.8191586716466, 144.9486268222446)"
"MULTIPOLYGON (((144.983782307754 -37.809613393324, 144.983791795074 -37.809561263937, 144.983815684266 -37.809564000718, 144.983806196962 -37.809616130107, 144.983782307754 -37.809613393324)))",12062E,,15736,20201223122254.0,21588.0,Clarendon Street between Albert Street and Victoria Parade,-37.809593636282,144.983795658362,"(-37.809593636282, 144.983795658362)"
"MULTIPOLYGON (((144.971357234122 -37.811940878152, 144.971294372337 -37.81195927408, 144.971285922 -37.811941232912, 144.971348793498 -37.811922855179, 144.971357234122 -37.811940878152)))",2343S,,9226,20201208140804.0,20065.0,Bourke Street between Spring Street and Exhibition Street,-37.811941023695006,144.9713287112158,"(-37.811941023695006, 144.9713287112158)"
"MULTIPOLYGON (((144.971166948325 -37.827224366565, 144.971136973612 -37.827224356491, 144.971137020664 -37.827218366289, 144.971137108509 -37.827207195032, 144.971137108089 -37.827207168891, 144.971137107669 -37.82720714275, 144.971137107273 -37.827207115708, 144.971135440625 -37.827172684624, 144.971165483493 -37.827172155168, 144.971166657872 -37.827205436881, 144.971166992376 -37.827220642767, 144.971166948325 -37.827224366565)))",7849W,,20532,20201208142024.0,22703.0,Intersection of St Kilda Road and Anzac Avenue,-37.82720758314426,144.97114924140268,"(-37.82720758314426, 144.97114924140268)"
"MULTIPOLYGON (((144.9812528927 -37.8158356691, 144.981320049364 -37.815843004351, 144.981315842816 -37.815864063959, 144.981248670448 -37.815856804135, 144.9812528927 -37.8158356691)))",12564N,,23993,20210531120655.0,21963.0,Wellington Parade between Clarendon Street and Jolimont Road,-37.81584704212899,144.9812780696056,"(-37.81584704212899, 144.9812780696056)"
"MULTIPOLYGON (((144.958332924081 -37.808881233565, 144.958256338913 -37.808903566038, 144.958255847108 -37.808903647628, 144.958255349111 -37.808903706582, 144.958254848379 -37.808903741156, 144.958254346045 -37.80890375137, 144.958253844407 -37.808903736364, 144.958253343438 -37.808903697038, 144.958252847705 -37.808903632569, 144.958252358294 -37.80890354478, 144.95825187523 -37.808903432769, 144.958251403053 -37.808903296614, 144.958251241031 -37.808903240636, 144.95825094285 -37.808903138138, 144.95825049462 -37.808902957341, 144.958250062881 -37.808902755201, 144.958249646496 -37.808902531699, 144.958249249982 -37.808902287814, 144.95824887213 -37.80890202623, 144.958248516395 -37.808901745203, 144.958248182677 -37.808901448337, 144.958247874408 -37.808901134789, 144.958247590378 -37.808900807244, 144.958247332857 -37.808900465739, 144.958247101771 -37.808900112977, 144.958246904819 -37.808899758103, 144.958243841769 -37.808892940766, 144.958243825657 -37.808892907143, 144.958243812728 -37.808892881686, 144.958243652199 -37.808892565293, 144.958243634903 -37.808892533452, 144.958243616545 -37.808892498889, 144.958243594806 -37.808892463367, 144.958243409078 -37.808892154648, 144.958243389486 -37.808892123668, 144.958243368808 -37.808892090867, 144.958243343663 -37.808892055285, 144.958242828596 -37.808891373176, 144.958242805524 -37.808891344839, 144.958242779095 -37.808891314642, 144.958242749359 -37.808891280783, 144.958242494544 -37.808891006012, 144.958242469176 -37.808890978537, 144.958242439316 -37.808890949182, 144.95824240726 -37.808890917085, 144.958242130501 -37.808890655451, 144.958242102813 -37.808890629738, 144.958242071793 -37.808890601263, 144.958242037417 -37.808890570929, 144.95824174096 -37.808890323372, 144.958241710977 -37.80889029852, 144.958241677612 -37.808890272709, 144.95824163978 -37.808890244116, 144.958241324761 -37.808890010657, 144.958241293593 -37.808889987587, 144.958241259043 -37.808889963557, 144.958241218891 -37.808889936727, 144.958240886396 -37.808889719185, 144.958240852907 -37.808889697878, 144.958240814901 -37.80888967559, 144.958240773564 -37.808889650542, 144.958240424703 -37.808889449839, 144.958240390029 -37.808889430313, 144.958240350839 -37.808889409808, 144.958240307157 -37.808889387422, 144.958239943041 -37.808889204478, 144.958239906071 -37.808889185813, 144.958239865696 -37.80888916709, 144.958239820804 -37.808889147387, 144.958239442568 -37.808888982221, 144.958239404388 -37.808888966239, 144.958239362828 -37.808888949298, 144.958239316751 -37.808888931376, 144.958238926616 -37.808888785831, 144.958238885943 -37.808888777916, 144.958238843396 -37.80888875555, 144.958238796085 -37.808888741212, 144.95823839521 -37.808888614405, 144.958238353526 -37.808888601967, 144.958238309596 -37.808888588588, 144.958238262235 -37.808888576052, 144.958237851707 -37.808888469804, 144.958237809973 -37.808888459168, 144.958237763698 -37.808888448452, 144.958237716287 -37.808888437717, 144.958237298377 -37.808888352069, 144.958237254322 -37.808888343194, 144.958237207973 -37.808888335181, 144.958237160488 -37.808888327149, 144.958236736355 -37.808888261218, 144.958236691091 -37.808888255026, 144.958236644692 -37.808888248814, 144.958236597132 -37.808888243484, 144.958236168998 -37.808888199112, 144.958236122549 -37.808888194702, 144.95823607494 -37.808888191173, 144.958236027331 -37.808888187644, 144.95823559633 -37.808888164851, 144.958235549832 -37.808888162242, 144.958235502173 -37.808888160515, 144.9582354556 -37.808888160608, 144.958235022893 -37.808888158512, 144.958234975185 -37.808888158586, 144.958234928587 -37.808888159581, 144.958234881989 -37.808888160575, 144.958234450958 -37.808888180137, 144.958234402065 -37.808888181992, 144.958234355393 -37.808888185689, 144.958234307759 -37.808888183061, 144.958265788673 -37.808879095346, 144.958324033997 -37.808862294413, 144.958332924081 -37.808881233565)))",6669S,,8648,20201208140730.0,21634.0,Franklin Street between Elizabeth Street and Queen Street,-37.80889202910224,144.9582447673785,"(-37.80889202910224, 144.9582447673785)"
"MULTIPOLYGON (((144.984265826966 -37.833287535729, 144.98426887604 -37.833271152283, 144.984332866779 -37.833279007623, 144.984329856309 -37.833295267369, 144.984265826966 -37.833287535729)))",20198N,,6952,20201223122251.0,22284.0,Acland Street between Anderson Street and Walsh Street,-37.8332840997466,144.984292650612,"(-37.8332840997466, 144.984292650612)"
"MULTIPOLYGON (((144.958223904628 -37.808777666309, 144.958252700549 -37.808769312458, 144.958273352396 -37.808815139372, 144.958244555325 -37.808823493207, 144.958223904628 -37.808777666309)))",C6710,,8654,20201208140731.0,21634.0,Franklin Street between Elizabeth Street and Queen Street,-37.808792655531,144.95824368350517,"(-37.808792655531, 144.95824368350517)"
"MULTIPOLYGON (((144.953806772711 -37.815864009402, 144.953718547642 -37.815889429409, 144.953710510351 -37.815872738763, 144.953799538308 -37.815847038932, 144.953806772711 -37.815864009402)))",2635S,,15569,20201208141451.0,20063.0,Little Bourke Street between King Street and Spencer Street,-37.815867445181595,144.9537684283446,"(-37.815867445181595, 144.9537684283446)"
"MULTIPOLYGON (((144.971071148919 -37.811862822115, 144.970999777135 -37.811883781093, 144.970991142415 -37.81186612964, 144.971062915216 -37.811845085657, 144.971071148919 -37.811862822115)))",2348N,,9210,20201208140803.0,20065.0,Bourke Street between Spring Street and Exhibition Street,-37.811864128124,144.97103922652082,"(-37.811864128124, 144.97103922652082)"
"MULTIPOLYGON (((144.979108792391 -37.818349326804, 144.979104667263 -37.818373202993, 144.979038730934 -37.818366033392, 144.979042856083 -37.818342157207, 144.979108792391 -37.818349326804)))",15187S,,15387,20201223122253.0,21980.0,Jolimont Street between Jolimont Lane and Jolimont Road,-37.818356009439995,144.97908076781238,"(-37.818356009439995, 144.97908076781238)"
"MULTIPOLYGON (((144.964666424586 -37.798368378125, 144.964658109123 -37.798417483795, 144.964630320423 -37.798414349545, 144.964639310904 -37.798365312319, 144.964666424586 -37.798368378125)))",C9106,,21306,20201208142118.0,20812.0,Faraday Street between Cardigan Street and Swanston Street,-37.7983867803818,144.9646521179244,"(-37.7983867803818, 144.9646521179244)"
"MULTIPOLYGON (((144.949594750134 -37.803821914005, 144.949585869277 -37.803872306294, 144.94956168705 -37.803869644907, 144.949570571926 -37.803819231061, 144.949594750134 -37.803821914005)))",10188E,,10978,20201208140959.0,20992.0,Errol Street between Victoria Street and Queensberry Street,-37.8038410020544,144.94958152570422,"(-37.8038410020544, 144.94958152570422)"
"MULTIPOLYGON (((144.971548487374 -37.808367677733, 144.971529431988 -37.808373247689, 144.971509966623 -37.808331042751, 144.971529478755 -37.808325758228, 144.971548487374 -37.808367677733)))",97W,,23160,20210426131818.0,21847.0,Spring Street between Little Lonsdale Street and Victoria Parade,-37.8083530808268,144.9715331704228,"(-37.8083530808268, 144.9715331704228)"
"MULTIPOLYGON (((144.960032353171 -37.813798900423, 144.960010467683 -37.813805189957, 144.959987991223 -37.813756070389, 144.960009746146 -37.81374981915, 144.960032353171 -37.813798900423)))",1157W,,8847,20201208140741.0,20175.0,Queen Street between Little Bourke Street and Lonsdale Street,-37.813781776068396,144.96001458227877,"(-37.813781776068396, 144.96001458227877)"
"MULTIPOLYGON (((144.970917718202 -37.810846261009, 144.970855816608 -37.810864383984, 144.970848368717 -37.810846246511, 144.970909521676 -37.810828125959, 144.970917718202 -37.810846261009)))",2506N,,15712,20201208141503.0,20049.0,Little Bourke Street between Spring Street and Exhibition Street,-37.8108462556944,144.970889828681,"(-37.8108462556944, 144.970889828681)"
"MULTIPOLYGON (((144.980401967906 -37.833912217695, 144.980470691401 -37.833921317041, 144.980466335314 -37.833942013512, 144.9803976118 -37.833932914163, 144.980401967906 -37.833912217695)))",20613S,,17830,20210623144303.0,22710.0,Domain Road between Hope Street and Millswyn Street,-37.833924136021196,144.98042771486539,"(-37.833924136021196, 144.98042771486539)"
"MULTIPOLYGON (((144.970734421887 -37.828760383707, 144.970765878522 -37.828701390672, 144.97084735822 -37.82867765494, 144.970816180848 -37.828736120216, 144.970734421887 -37.828760383707)))",9234N&9236,,13790,20201208141250.0,22103.0,Coventry Street between St Kilda Road and Wells Street,-37.8287271866484,144.9707796522728,"(-37.8287271866484, 144.9707796522728)"
"MULTIPOLYGON (((144.978337049819 -37.810513249514, 144.9783283716 -37.81056442894, 144.978303610766 -37.810561786924, 144.978312289026 -37.8105106066, 144.978337049819 -37.810513249514)))",11882E,RE80,22169,20201208142210.0,21850.0,Lansdowne Street between Cathedral Place and Albert Street,-37.8105326642984,144.97832367420602,"(-37.8105326642984, 144.97832367420602)"
"MULTIPOLYGON (((144.93922540975 -37.814382675614, 144.939173037122 -37.814407098154, 144.939168648145 -37.81440900662, 144.939168473178 -37.814409048616, 144.939168291999 -37.814409068875, 144.939168109151 -37.814409067478, 144.939167928039 -37.814409044482, 144.939167754341 -37.814408999988, 144.939167591437 -37.814408934956, 144.939167441549 -37.814408851227, 144.93916625587 -37.814407576043, 144.939158569557 -37.814398158537, 144.939156550193 -37.814396471344, 144.939156177735 -37.814396221509, 144.939156016769 -37.814396127673, 144.939155578617 -37.814395911834, 144.939155425856 -37.814395849683, 144.939154922694 -37.814395684072, 144.939154787349 -37.814395649261, 144.93915422801 -37.814395543046, 144.939154117067 -37.814395529389, 144.93915351596 -37.814395495438, 144.93915342962 -37.814395495729, 144.939152801356 -37.814395539704, 144.939152746632 -37.814395546857, 144.939152093204 -37.814395678707, 144.939151533522 -37.814395870774, 144.939212791831 -37.814365636196, 144.93922540975 -37.814382675614)))",13805S,,8438,20201223122253.0,23254.0,Docklands Drive between Waterfront Way and Pearl River Road,-37.814398360600684,144.93916619435527,"(-37.814398360600684, 144.93916619435527)"
"MULTIPOLYGON (((144.984075003239 -37.832131420575, 144.984063627938 -37.832187040149, 144.984038851819 -37.832183851988, 144.984050228249 -37.832128233338, 144.984075003239 -37.832131420575)))",20063W,,16201,20201223122254.0,22281.0,Anderson Street between Fairlie Court and Clowes Street,-37.832152393325,144.9840605428968,"(-37.832152393325, 144.9840605428968)"
"MULTIPOLYGON (((144.947042986767 -37.821225766672, 144.946979190674 -37.821244255687, 144.946969797949 -37.821223957006, 144.947033774984 -37.821205415278, 144.947042986767 -37.821225766672)))",13039S,CS51,20817,20201208142047.0,23308.0,Collins Street between Harbour Esplanade and Navigation Drive,-37.821225032263,144.9470137474282,"(-37.821225032263, 144.9470137474282)"
"MULTIPOLYGON (((144.966344770182 -37.809224083879, 144.966322552782 -37.809230409434, 144.966298583333 -37.809177886708, 144.96632093353 -37.809171522898, 144.966344770182 -37.809224083879)))",905W,,9407,20201208140814.0,20153.0,Russell Street between Little Lonsdale Street and La Trobe Street,-37.8092055973596,144.9663263220018,"(-37.8092055973596, 144.9663263220018)"
"MULTIPOLYGON (((144.953136297513 -37.808347290036, 144.953145622676 -37.808367616828, 144.953078437902 -37.808386992156, 144.953069111645 -37.808366664439, 144.953136297513 -37.808347290036)))",7125S,,13936,20201208141300.0,21405.0,Walsh Street between Milton Street and King Street,-37.808363170698996,144.9531131534498,"(-37.808363170698996, 144.9531131534498)"
"MULTIPOLYGON (((144.969773032587 -37.80894933743, 144.969709036134 -37.808967894118, 144.969702194204 -37.808953236553, 144.96976624761 -37.808934673641, 144.969773032587 -37.80894933743)))",3344N,,8961,20201208140748.0,20034.0,Little Lonsdale Street between Spring Street and Exhibition Street,-37.8089508958344,144.9697447086244,"(-37.8089508958344, 144.9697447086244)"
"MULTIPOLYGON (((144.923694889539 -37.827556638685, 144.923716502763 -37.827503084917, 144.923746804432 -37.827497182256, 144.923725800991 -37.827550626929, 144.923694889539 -37.827556638685)))",16006N,,4477,20201223122246.0,22150.0,Vegemite Way between Salmon Street and Douglas Street,-37.827532834294395,144.92371577745277,"(-37.827532834294395, 144.92371577745277)"
"MULTIPOLYGON (((144.978795865255 -37.809805562196, 144.978863341618 -37.809813043962, 144.978859918065 -37.809832621881, 144.978792395562 -37.809825373628, 144.978795865255 -37.809805562196)))",12326N,,9927,20210302110453.0,20893.0,Albert Street between Lansdowne Street and Eades Street,-37.8098164327726,144.978821477151,"(-37.8098164327726, 144.978821477151)"
"MULTIPOLYGON (((144.970306655144 -37.825087859446, 144.970278948098 -37.825095967293, 144.970259210806 -37.825053534031, 144.970286916776 -37.825045423466, 144.970306655144 -37.825087859446)))",9828N,,17504,20201208141707.0,22082.0,Grant Street between St Kilda Road and Wells Street,-37.825074128736404,144.9702876771936,"(-37.825074128736404, 144.9702876771936)"
"MULTIPOLYGON (((144.952264689691 -37.810502275198, 144.952292311675 -37.81049452422, 144.952315033334 -37.810545486972, 144.952287410173 -37.810553238836, 144.952264689691 -37.810502275198)))",C8020,,15006,20201208141418.0,21516.0,Batman Street between Spencer Street and King Street,-37.8105195600848,144.9522848269128,"(-37.8105195600848, 144.9522848269128)"
"MULTIPOLYGON (((144.969155152352 -37.810233276196, 144.969184534588 -37.810224685556, 144.969205978201 -37.810270564831, 144.969176592692 -37.810279150012, 144.969155152352 -37.810233276196)))",C2772,,8549,20201208140725.0,20003.0,Lonsdale Street between Exhibition Street and Russell Street,-37.810248190558205,144.969175482037,"(-37.810248190558205, 144.969175482037)"
"MULTIPOLYGON (((144.979878504588 -37.818140496699, 144.979849970542 -37.818137487449, 144.979859706576 -37.818079387048, 144.9798882406 -37.818082396294, 144.979878504588 -37.818140496699)))",15099W,,15416,20201223122253.0,21983.0,Agnes Street between Jolimont Street and Palmer Street,-37.818116052837794,144.9798709853788,"(-37.818116052837794, 144.9798709853788)"
"MULTIPOLYGON (((144.953986058071 -37.804140650469, 144.953981575071 -37.804165631575, 144.953921652601 -37.80415865077, 144.953926044187 -37.804134019536, 144.953986058071 -37.804140650469)))",C5936,,12201,20201208141119.0,20956.0,Howard Street between Victoria Street and Queensberry Street,-37.80414792056381,144.9539602776002,"(-37.80414792056381, 144.9539602776002)"
